Academic Score,Stream,Technical Skill,Soft Skill,Personality,Interest,Work Style,Career Domain
58.68,Science,SQL,Analytical,Ambivert,Data Science,Remote,Data Analyst
63.13,MBA,Power BI,Analytical,Extrovert,Business Intelligence,Remote,BI Manager
99.86,Engineering,Python,Analytical,Extrovert,Automation,Office,RPA Developer
70.69,Arts,Graphics Design,Creative,Extrovert,Design,Remote,Graphic Designer
69.41,Science,Maths,Problem Solving,Ambivert,Actuarial Science,Office,Actuary
59.89,Engineering,Python,Problem Solving,Ambivert,DevOps,Office,DevOps Engineer
80.27,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Remote,Strategy Manager
56.68,Arts,Graphics Design,Creative,Introvert,Gaming,Remote,Game Artist
60.84,Engineering,Python,Problem Solving,Introvert,NLP,Office,NLP Engineer
52.93,Arts,Web Dev,Communication,Ambivert,Media,Office,Media Designer
50.72,MBA,Excel,Leadership,Ambivert,Marketing,Office,Marketing Manager
74.19,Engineering,C++,Problem Solving,Extrovert,Automotive,Hybrid,Automotive Engineer
65.23,Arts,UI/UX,Creative,Ambivert,Design,Office,UI UX Designer
56.77,Sports,Excel,Team Work,Extrovert,Fitness,Office,Fitness Manager
99.08,Sports,Communication,Leadership,Ambivert,Coaching,Hybrid,Coach
73.26,Arts,UI/UX,Creative,Introvert,Design,Office,UI UX Designer
65.66,MBA,Excel,Leadership,Introvert,HR,Office,HR Manager
52.18,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
84.61,Commerce,Tally,Communication,Ambivert,Taxation,Office,Tax Consultant
92.09,MBA,Excel,Leadership,Introvert,HR,Remote,HR Manager
69.76,Engineering,Web Dev,Creative,Introvert,Design,Remote,Frontend Developer
68.67,Sports,Excel,Team Work,Extrovert,Fitness,Office,Fitness Manager
60.26,Engineering,SQL,Analytical,Introvert,Data Science,Hybrid,Data Analyst
63.66,Engineering,C++,Analytical,Ambivert,Embedded Systems,Remote,Embedded Engineer
82.12,Commerce,Power BI,Leadership,Ambivert,Finance,Remote,Finance Manager
65.33,MBA,Excel,Communication,Introvert,Sales,Office,Sales Manager
90.58,Arts,UI/UX,Creative,Extrovert,Design,Hybrid,UI UX Designer
70.61,Commerce,Excel,Problem Solving,Introvert,Audit,Remote,Auditor
59.34,Sports,Communication,Leadership,Extrovert,Coaching,Remote,Coach
77.76,MBA,SQL,Analytical,Ambivert,Product,Remote,Product Manager
70.58,Sports,Excel,Leadership,Extrovert,Sports,Office,Sports Manager
70.2,Science,Python,Analytical,Introvert,Quantum Computing,Remote,Quantum Researcher
61.27,Journalism,UI/UX,Creative,Introvert,Storytelling,Hybrid,Content Creator
65.37,Commerce,SQL,Analytical,Extrovert,FinTech,Hybrid,FinTech Analyst
81.23,Journalism,Graphics Design,Creative,Introvert,Advertising,Office,Copywriter
69.27,Engineering,Python,Analytical,Introvert,AI,Hybrid,Data Scientist
87.27,Science,SQL,Analytical,Introvert,Data Science,Office,Data Analyst
97.47,Commerce,SQL,Analytical,Introvert,FinTech,Office,FinTech Analyst
78.55,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Hybrid,Marketing Analyst
69.42,Engineering,Networking,Communication,Introvert,Infrastructure,Office,System Engineer
70.7,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
69.72,Science,SQL,Analytical,Ambivert,Data Science,Remote,Data Analyst
61.76,Commerce,SQL,Analytical,Introvert,Banking,Office,Risk Analyst
53.98,Science,Excel,Communication,Extrovert,Teaching,Remote,Science Teacher
61.7,Science,Maths,Analytical,Extrovert,Econometrics,Hybrid,Quant Analyst
52.52,Engineering,Python,Problem Solving,Extrovert,NLP,Office,NLP Engineer
51.12,Engineering,C++,Problem Solving,Ambivert,Robotics,Hybrid,Robotics Engineer
79.28,Engineering,Networking,Leadership,Introvert,Cloud Security,Remote,Cloud Security Engineer
94.92,Commerce,Power BI,Analytical,Ambivert,Business Intelligence,Office,BI Consultant
65.06,Journalism,Web Dev,Communication,Extrovert,Social Media,Remote,Social Media Manager
78.57,Engineering,Web Dev,Communication,Extrovert,Web Apps,Office,Full Stack Developer
65.1,Journalism,UI/UX,Creative,Extrovert,Storytelling,Remote,Content Creator
78.28,Commerce,Excel,Communication,Extrovert,Insurance,Hybrid,Insurance Analyst
88.83,Arts,UI/UX,Creative,Extrovert,Accessibility,Office,Accessibility Designer
64.27,Journalism,Communication Tools,Communication,Ambivert,Media,Office,Journalist
86.23,Engineering,Python,Problem Solving,Introvert,ML,Hybrid,ML Engineer
94.02,Engineering,Python,Problem Solving,Extrovert,MLOps,Office,MLOps Engineer
82.8,Science,Excel,Communication,Extrovert,Teaching,Remote,Science Teacher
66.18,Engineering,Networking,Analytical,Extrovert,Telecom,Hybrid,Telecom Engineer
95.82,Commerce,Power BI,Analytical,Ambivert,Business Intelligence,Remote,BI Consultant
60.8,Arts,Graphics Design,Creative,Extrovert,Design,Remote,Graphic Designer
83.59,Engineering,Networking,Leadership,Introvert,Cloud Security,Remote,Cloud Security Engineer
58.82,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Data Scientist
72.06,Sports,Communication,Leadership,Extrovert,Coaching,Remote,Coach
85.98,Arts,Web Dev,Communication,Introvert,Media,Office,Media Designer
54.67,Journalism,Graphics Design,Leadership,Introvert,PR,Office,PR Specialist
70.25,Commerce,Tally,Communication,Extrovert,Taxation,Office,Tax Consultant
80.43,Engineering,C++,Analytical,Introvert,Embedded Systems,Remote,Embedded Engineer
66.95,MBA,Power BI,Analytical,Ambivert,Business Intelligence,Remote,BI Manager
63.83,MBA,SQL,Analytical,Extrovert,Product,Office,Product Manager
87.6,Arts,Graphics Design,Creative,Extrovert,Illustration,Remote,Illustrator
54.46,Engineering,Python,Creative,Extrovert,Computer Vision,Office,CV Engineer
62.13,Science,Maths,Creative,Introvert,Physics,Office,Research Associate
88.33,Engineering,Python,Problem Solving,Extrovert,DevOps,Hybrid,DevOps Engineer
56.22,Commerce,Excel,Analytical,Extrovert,Finance,Office,Financial Analyst
91.47,Arts,UI/UX,Problem Solving,Ambivert,Product Design,Remote,Product Designer
54.8,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Office,Marketing Analyst
62.73,Commerce,Tally,Communication,Ambivert,Taxation,Office,Tax Consultant
81.74,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Data Scientist
58.39,Sports,Excel,Leadership,Ambivert,Sports Marketing,Remote,Sports Marketing Manager
73.38,Sports,Analytics,Problem Solving,Introvert,Sports Science,Remote,Sports Scientist
95.34,Engineering,Web Dev,Communication,Ambivert,Web Apps,Office,Full Stack Developer
53.54,Journalism,Web Dev,Leadership,Ambivert,News,Hybrid,Editor
50.62,Journalism,Web Dev,Communication,Ambivert,SEO,Office,SEO Specialist
74.91,Engineering,SQL,Analytical,Extrovert,Business Analytics,Hybrid,BI Analyst
70.14,Science,Excel,Communication,Ambivert,Teaching,Office,Science Teacher
92.96,Journalism,Web Dev,Communication,Ambivert,SEO,Remote,SEO Specialist
82.44,Science,Python,Analytical,Ambivert,Bioinformatics,Hybrid,Bioinformatics Analyst
78.34,Sports,Analytics,Problem Solving,Introvert,Sports Science,Hybrid,Sports Scientist
69.51,Science,Maths,Analytical,Ambivert,Econometrics,Office,Quant Analyst
50.35,Arts,Graphics Design,Creative,Ambivert,Gaming,Office,Game Artist
67.14,Engineering,Power BI,Communication,Ambivert,Analytics,Office,BI Developer
66.35,Science,Excel,Communication,Extrovert,Teaching,Office,Science Teacher
92.68,Engineering,Python,Analytical,Ambivert,Automation,Hybrid,RPA Developer
99.24,Commerce,Power BI,Communication,Extrovert,Analytics,Hybrid,Business Analyst
80.74,Arts,Web Dev,Creative,Ambivert,Creative Tech,Hybrid,Creative Technologist
72.73,Commerce,Power BI,Leadership,Introvert,Finance,Hybrid,Finance Manager
73.04,Journalism,UI/UX,Creative,Introvert,Storytelling,Office,Content Creator
64.07,Engineering,C++,Problem Solving,Introvert,Automotive,Office,Automotive Engineer
72.89,Engineering,C++,Analytical,Ambivert,Embedded Systems,Hybrid,Embedded Engineer
79.23,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Remote,Supply Chain Manager
98.22,Sports,Analytics,Problem Solving,Introvert,Sports Science,Remote,Sports Scientist
92.8,Commerce,Excel,Problem Solving,Ambivert,Audit,Office,Auditor
91.79,Commerce,Power BI,Communication,Extrovert,Analytics,Office,Business Analyst
93.19,Journalism,Graphics Design,Creative,Ambivert,Advertising,Office,Copywriter
94.93,MBA,Excel,Leadership,Extrovert,HR,Office,HR Manager
87.85,Science,Excel,Communication,Extrovert,Teaching,Hybrid,Science Teacher
98.07,MBA,Power BI,Communication,Introvert,Digital Marketing,Office,Digital Marketing Manager
74.03,MBA,Power BI,Leadership,Ambivert,Growth Marketing,Office,Growth Manager
94.45,Commerce,Excel,Leadership,Ambivert,Investment,Remote,Investment Analyst
90.06,Sports,Analytics,Leadership,Extrovert,Sports Tech,Office,Sports Technology Analyst
54.81,Journalism,Graphics Design,Creative,Extrovert,Advertising,Office,Copywriter
50.38,Journalism,Web Dev,Communication,Introvert,SEO,Hybrid,SEO Specialist
68.65,Engineering,SQL,Team Work,Ambivert,Database,Hybrid,Database Administrator
75.51,Engineering,Python,Problem Solving,Introvert,ML,Remote,ML Engineer
88.62,Commerce,Excel,Leadership,Introvert,Investment,Hybrid,Investment Analyst
97.6,MBA,Excel,Leadership,Introvert,Marketing,Remote,Marketing Manager
69.48,Engineering,Python,Analytical,Ambivert,AI,Office,Prompt Engineer
57.41,MBA,Power BI,Communication,Extrovert,Finance,Office,Finance Manager
56.26,Science,Excel,Communication,Extrovert,Teaching,Office,Science Teacher
95.9,Engineering,Web Dev,Creative,Extrovert,Design,Remote,Frontend Developer
80.46,Arts,UI/UX,Creative,Ambivert,Design,Hybrid,UI UX Designer
85.99,Arts,UI/UX,Problem Solving,Ambivert,Product Design,Hybrid,Product Designer
87.59,Sports,Excel,Leadership,Extrovert,Sports Marketing,Office,Sports Marketing Manager
65.34,Arts,Graphics Design,Creative,Ambivert,Gaming,Hybrid,Game Artist
80.38,Engineering,C++,Analytical,Ambivert,Embedded Systems,Remote,Embedded Engineer
73.93,Engineering,Networking,Leadership,Ambivert,Cyber Security,Remote,Security Engineer
91.95,Arts,Web Dev,Communication,Introvert,Content Creation,Office,Content Designer
84.39,Sports,Communication,Team Work,Ambivert,Athletics,Office,Trainer
93.66,Journalism,Web Dev,Communication,Introvert,Broadcasting,Office,Broadcast Journalist
76.62,Engineering,Networking,Team Work,Ambivert,Networking,Office,Network Engineer
67.47,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
65.51,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Prompt Engineer
65.81,Sports,Communication,Leadership,Ambivert,Coaching,Office,Coach
96.83,Engineering,Python,Analytical,Extrovert,Automation,Office,RPA Developer
64.01,Engineering,Python,Analytical,Introvert,Automation,Hybrid,RPA Developer
94.67,Science,SQL,Analytical,Introvert,Data Science,Office,Data Analyst
66.2,Science,Excel,Communication,Extrovert,Teaching,Remote,Science Teacher
87.94,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
87.89,Engineering,Python,Creative,Introvert,Computer Vision,Remote,CV Engineer
88.31,Commerce,Excel,Analytical,Extrovert,Finance,Office,Financial Analyst
62.91,Journalism,UI/UX,Communication,Extrovert,Publishing,Office,Content Strategist
82.91,Engineering,Web Dev,Analytical,Introvert,Architecture,Office,Backend Developer
53.9,Sports,Analytics,Leadership,Introvert,Sports Tech,Office,Sports Technology Analyst
61.33,Journalism,Web Dev,Communication,Extrovert,Digital Media,Remote,Digital Journalist
97.5,Arts,UI/UX,Analytical,Introvert,User Research,Hybrid,UX Researcher
98.24,Arts,UI/UX,Creative,Extrovert,Accessibility,Hybrid,Accessibility Designer
98.29,Commerce,Excel,Leadership,Extrovert,Investment,Hybrid,Investment Analyst
75.64,Journalism,UI/UX,Communication,Ambivert,Publishing,Office,Content Strategist
86.77,Sports,Excel,Leadership,Ambivert,Sports,Office,Sports Manager
84.54,Journalism,Graphics Design,Creative,Extrovert,Marketing,Hybrid,Media Specialist
95.7,Commerce,Excel,Communication,Ambivert,Insurance,Office,Insurance Analyst
99.81,Engineering,Python,Problem Solving,Ambivert,ML,Remote,ML Engineer
77.02,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
52.37,Engineering,Web Dev,Analytical,Ambivert,Architecture,Hybrid,Backend Developer
51.19,Science,Maths,Analytical,Introvert,Statistics,Office,Statistician
51.2,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Office,Marketing Analyst
97.19,Engineering,Python,Analytical,Ambivert,AI,Hybrid,AI Engineer
83.85,MBA,Excel,Communication,Introvert,Sales,Hybrid,Sales Manager
94.09,Arts,Graphics Design,Creative,Extrovert,Illustration,Office,Illustrator
93.97,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Hybrid,Broadcast Journalist
58.35,Arts,Graphics Design,Creative,Introvert,Illustration,Office,Illustrator
92.01,Commerce,Excel,Leadership,Introvert,Investment,Remote,Investment Analyst
79.23,Engineering,Web Dev,Creative,Extrovert,Design,Remote,Frontend Developer
62.91,Engineering,Web Dev,Creative,Ambivert,Design,Office,Frontend Developer
73.14,Journalism,Web Dev,Communication,Introvert,Broadcasting,Hybrid,Broadcast Journalist
91.2,Arts,UI/UX,Analytical,Introvert,User Research,Remote,UX Researcher
69.54,Science,Excel,Communication,Introvert,Teaching,Office,Science Teacher
58.06,Commerce,SQL,Analytical,Introvert,FinTech,Remote,FinTech Analyst
68.97,Commerce,Excel,Leadership,Introvert,Investment,Office,Investment Analyst
59.01,Commerce,SQL,Analytical,Extrovert,FinTech,Office,FinTech Analyst
70.53,Arts,UI/UX,Analytical,Extrovert,User Research,Hybrid,UX Researcher
66.56,Science,Excel,Communication,Introvert,Teaching,Remote,Science Teacher
73.5,Journalism,Communication Tools,Communication,Introvert,Media,Office,Journalist
79.53,Commerce,Excel,Leadership,Introvert,Investment,Remote,Investment Analyst
70.74,Engineering,Python,Problem Solving,Introvert,MLOps,Hybrid,MLOps Engineer
74.53,Engineering,Networking,Analytical,Extrovert,Telecom,Office,Telecom Engineer
71.5,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Office,Marketing Analyst
66.56,Arts,Graphics Design,Creative,Introvert,Illustration,Remote,Illustrator
96.43,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Office,Broadcast Journalist
82.31,Sports,Excel,Leadership,Extrovert,Sports Marketing,Remote,Sports Marketing Manager
78.53,Journalism,Graphics Design,Leadership,Extrovert,PR,Remote,PR Specialist
91.3,MBA,SQL,Leadership,Extrovert,Business Analytics,Hybrid,Strategy Consultant
92.17,MBA,Power BI,Leadership,Ambivert,Growth Marketing,Hybrid,Growth Manager
82.57,MBA,Excel,Leadership,Ambivert,Marketing,Office,Marketing Manager
81.26,Sports,Excel,Team Work,Ambivert,Fitness,Office,Fitness Manager
74.69,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Hybrid,Marketing Analyst
98.48,Arts,UI/UX,Creative,Introvert,Design,Remote,UI UX Designer
77.49,Science,Maths,Analytical,Introvert,Statistics,Office,Statistician
86.35,Engineering,Python,Analytical,Introvert,Cloud,Remote,Cloud Engineer
97.24,Science,Python,Leadership,Extrovert,Research,Hybrid,Lab Manager
54.31,Engineering,Python,Analytical,Introvert,Automation,Office,RPA Developer
68.89,Commerce,Power BI,Leadership,Extrovert,Finance,Office,Finance Manager
93.44,Sports,Communication,Creative,Ambivert,Commentary,Hybrid,Sports Broadcaster
54.72,Engineering,Web Dev,Creative,Ambivert,Design,Remote,Frontend Developer
95.12,Commerce,SQL,Analytical,Extrovert,FinTech,Hybrid,FinTech Analyst
97.16,Science,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
79.34,Engineering,Python,Analytical,Ambivert,Automation,Office,RPA Developer
77.37,Engineering,Networking,Leadership,Ambivert,Cloud Security,Remote,Cloud Security Engineer
67.03,MBA,Excel,Leadership,Extrovert,HR,Office,HR Manager
88.88,Science,Python,Problem Solving,Introvert,ML,Remote,AI Researcher
86.29,Commerce,Excel,Communication,Introvert,Insurance,Office,Insurance Analyst
76.58,Science,Python,Analytical,Ambivert,Bioinformatics,Hybrid,Bioinformatics Analyst
67.52,Engineering,Networking,Leadership,Ambivert,Cloud Security,Office,Cloud Security Engineer
62.2,Science,Python,Analytical,Introvert,Quantum Computing,Remote,Quantum Researcher
66.93,Commerce,Excel,Analytical,Extrovert,Finance,Hybrid,Financial Analyst
72.69,Science,Power BI,Analytical,Introvert,Analytics,Office,Research Analyst
84.55,Arts,UI/UX,Creative,Ambivert,Design,Office,UI UX Designer
64.55,Science,Python,Analytical,Extrovert,Bioinformatics,Remote,Bioinformatics Analyst
55.59,Engineering,Web Dev,Analytical,Ambivert,Architecture,Office,Backend Developer
52.6,Engineering,Python,Problem Solving,Extrovert,ML,Hybrid,ML Engineer
52.62,Commerce,Excel,Leadership,Ambivert,Investment,Office,Investment Analyst
60.33,Science,Maths,Creative,Ambivert,Physics,Hybrid,Research Associate
56.63,Science,Python,Problem Solving,Ambivert,ML,Office,AI Researcher
72.88,Journalism,Web Dev,Communication,Ambivert,Social Media,Hybrid,Social Media Manager
76.58,Arts,Graphics Design,Leadership,Extrovert,Branding,Remote,Brand Designer
89.19,Arts,Web Dev,Communication,Ambivert,Media,Hybrid,Media Designer
58.43,Science,SQL,Analytical,Introvert,Data Science,Office,Data Analyst
66.78,Engineering,Python,Analytical,Introvert,AI,Hybrid,Data Scientist
92.13,Commerce,Excel,Problem Solving,Ambivert,Audit,Remote,Auditor
91.35,Engineering,Web Dev,Analytical,Ambivert,Architecture,Office,Backend Developer
56.09,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
61.06,Engineering,Python,Analytical,Ambivert,Cloud,Office,Cloud Engineer
95.69,Arts,Graphics Design,Creative,Introvert,Design,Hybrid,Graphic Designer
69.62,Engineering,C++,Problem Solving,Ambivert,Robotics,Hybrid,Robotics Engineer
87.47,MBA,Power BI,Leadership,Introvert,Operations,Hybrid,Operations Manager
94.26,Sports,Communication,Leadership,Ambivert,Coaching,Remote,Coach
59.95,MBA,SQL,Leadership,Extrovert,Business Analytics,Hybrid,Strategy Consultant
74.09,Science,SQL,Analytical,Extrovert,Data Science,Hybrid,Data Analyst
84.81,Arts,UI/UX,Analytical,Introvert,User Research,Hybrid,UX Researcher
97.12,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
56.65,Sports,Communication,Team Work,Introvert,Athletics,Hybrid,Trainer
86.78,MBA,Power BI,Leadership,Introvert,Operations,Hybrid,Operations Manager
71.54,Commerce,SQL,Analytical,Introvert,FinTech,Office,FinTech Analyst
52.9,Sports,Communication,Creative,Ambivert,Commentary,Hybrid,Sports Broadcaster
